system:index,POINT_ID,VH_20250101,VH_20250111,VH_20250121,VH_20250131,VH_20250210,VH_20250220,VH_20250302,VH_20250312,VH_20250322,VH_20250401,VH_20250411,VH_20250421,VH_20250501,VH_20250511,VH_20250521,VH_20250531,VH_20250610,VH_20250620,VH_20250630,VH_20250710,VH_20250720,VV_20250101,VV_20250111,VV_20250121,VV_20250131,VV_20250210,VV_20250220,VV_20250302,VV_20250312,VV_20250322,VV_20250401,VV_20250411,VV_20250421,VV_20250501,VV_20250511,VV_20250521,VV_20250531,VV_20250610,VV_20250620,VV_20250630,VV_20250710,VV_20250720,crop,.geo
77,80,,,,,,,,,-20.481784311930337,-26.987225142852196,-23.009068701193257,-21.080735611939456,-28.31878597767384,-29.31926703238272,-26.373308812581502,-19.12910244381344,,-19.210764736217538,-20.122900604080034,-20.171773952907984,-18.57964338315977,,,,,,,,,-12.618355621017134,-12.536027626900584,-12.377486878281479,-13.219580776531537,-16.825557198968376,-19.038579723904192,-14.350370828668632,-10.37693053046027,,-12.18013711209531,-13.587850546622064,-17.044641014572615,-13.957255355063616,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.196182,50.64195897731903],[72.19610273023955,50.64195181419485],[72.1960297704198,50.64193089501322],[72.19596892818903,50.64189788495783],[72.19592504659971,50.641855411651164],[72.19590161859819,50.641806855988975],[72.19590050899487,50.641756083014485],[72.19592180604364,50.64170713425709],[72.19596381443885,50.64166390602639],[72.19602319028051,50.64162983926956],[72.19609520725867,50.64160764567819],[72.19617413286545,50.641599091844554],[72.19625368468914,50.64160485864638],[72.19632753047334,50.64162448705129],[72.19638979214308,50.64165641465421],[72.19643551368425,50.64169810003982],[72.1964610556376,50.641746225072424],[72.19646438480743,50.64179695901293],[72.1964452361215,50.641846263441565],[72.19640513375273,50.6418902137154],[72.19634726981448,50.641925311373235],[72.19627625027937,50.64194876261915],[72.19619772834288,50.64195870071565],[72.196182,50.64195897731903]]]}"
78,81,,,,,,,,,-15.135819442179647,-19.73256104695601,-17.181873834815296,-17.88257328821879,-25.53424917177565,-25.442206027461037,-24.942444238819185,-16.58026959162419,,-17.74410284858267,-18.507993088669185,-19.946627903862357,-19.405247488704962,,,,,,,,,-8.60432931631744,-8.58242313114821,-8.639072287316415,-8.674170314812482,-14.293735021970525,-15.29602383422394,-11.911042997864737,-8.3175149317883,,-11.06750512380703,-14.078502461737568,-15.301825806158643,-13.790128519745913,ячмень,"{""type"":""Polygon"",""coordinates"":[[[72.206169,50.644166977319045],[72.20608972651479,50.64415981419485],[72.20601676326676,50.644138895013235],[72.20595591817711,50.644105884957824],[72.20591203452587,50.64406341165115],[72.20588860542352,50.644014855988964],[72.20588749576811,50.64396408301447],[72.20590879381761,50.64391513425707],[72.20595080418674,50.643871906026384],[72.20601018281837,50.64383783926957],[72.20608220318046,50.64381564567821],[72.2061611324958,50.64380709184457],[72.20624068805748,50.6438128586464],[72.20631453731154,50.6438324870513],[72.20637680190684,50.64386441465421],[72.20642252559641,50.643906100039814],[72.20644806874994,50.6439542250724],[72.20645139807624,50.64400495901292],[72.20643224849057,50.644054263441554],[72.20639214423747,50.644098213715395],[72.20633427758028,50.644133311373245],[72.20626325470808,50.64415676261916],[72.20618472908194,50.644166700715665],[72.206169,50.644166977319045]]]}"
79,82,,,,,,,,,-17.472764976509104,-20.587298214352046,-17.61443448911558,-18.925142276179685,-24.68074397028865,-28.957467352377403,-27.1669364994114,-18.528433941601516,,-19.2398564037976,-20.839304307511867,-23.83069269449504,-20.868382349100198,,,,,,,,,-11.401861132754458,-11.473467999631103,-9.360276340889383,-10.705875597964297,-14.122999028997262,-15.936791054169102,-12.304605412602545,-8.321505818639071,,-10.81356332166059,-13.221741849118406,-14.631953791407373,-13.057645157364394,лен небольшое поле,"{""type"":""Polygon"",""coordinates"":[[[72.212467,50.64062997731904],[72.21238773248129,50.64062281419485],[72.21231477472483,50.64060189501323],[72.21225393421463,50.640568884957844],[72.21221005386626,50.640526411651194],[72.21218662652724,50.640477855989],[72.2121855169553,50.640427083014515],[72.2122068134018,50.640378134257105],[72.21224882060903,50.64033490602641],[72.21230819477158,50.64030083926958],[72.21238020971312,50.640278645678215],[72.21245913308795,50.64027009184457],[72.21253868266196,50.6402758586464],[72.21261252635784,50.64029548705131],[72.21267478626686,50.640327414654216],[72.21272050651504,50.64036910003985],[72.21274604774607,50.64041722507245],[72.21274937682173,50.64046795901296],[72.21273022867732,50.640517263441595],[72.2126901274426,50.64056121371542],[72.21263226514073,50.64059631137325],[72.21256124761402,50.64061976261917],[72.21248272789809,50.640629700715664],[72.212467,50.64062997731904]]]}"
80,83,,,,,,,,,-17.97144918113315,-21.1590923650006,-20.690679650617973,-17.957170818918556,-24.77494364353863,-29.159230949117696,-25.649464915836628,-17.895130511517998,,-19.403992264090324,-20.476244305437646,-21.97758799321088,-19.565212365098134,,,,,,,,,-8.604733567549127,-11.811599850606864,-10.524061519430312,-11.482436474199336,-15.367033798216248,-16.585289108404698,-10.344608583782595,-6.0667192932601735,,-10.402482772952423,-12.712005101541163,-16.037211784802775,-14.35988362827538,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.22268,50.65104297731903],[72.22260071491235,50.65103581419484],[72.22252774098547,50.6510148950132],[72.2224668869906,50.650981884957766],[72.22242299691665,50.65093941165109],[72.2223995643853,50.65089085598888],[72.22239845456754,50.65084008301439],[72.22241975573428,50.650791134257],[72.22246177225202,50.65074790602633],[72.22252115957421,50.650713839269535],[72.22259319047706,50.650691645678194],[72.22267213134432,50.65068309184457],[72.22275169854957,50.65068885864638],[72.22282555861206,50.65070848705127],[72.22288783232032,50.65074041465416],[72.22293356270195,50.65078210003975],[72.22295910959402,50.650830225072326],[72.22296243940767,50.65088095901284],[72.22294328701936,50.65093026344148],[72.22290317689668,50.65097421371534],[72.2228453017702,50.65100931137321],[72.22277426850314,50.65103276261915],[72.22269573138404,50.651042700715664],[72.22268,50.65104297731903]]]}"
81,84,,,,,,,,,-16.289533751214755,-24.703436566662564,-19.579727761671748,-20.480494388180624,-26.078850032526145,-26.29867692608184,-24.25365826787837,-15.119629503301422,,-17.289647937921668,-19.924709777763113,-19.2370053555103,-17.265447941615076,,,,,,,,,-8.245979479640805,-10.216599259592831,-9.179827613746337,-9.457417595869847,-14.522187098017277,-16.051599885411456,-13.370824236508017,-8.32915834249238,,-11.683749209633312,-15.0520738774349,-16.012705035881552,-14.657886678174236,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.225247,50.64986197731904],[72.22516771690546,50.649854814194846],[72.22509474481306,50.64983389501321],[72.22503389234797,50.64980088495778],[72.22499000337733,50.649758411651106],[72.22496657143503,50.649709855988895],[72.22496546164516,50.649659083014406],[72.22498676227642,50.64961013425701],[72.2250287777379,50.649566906026344],[72.22508816356721,50.64953283926954],[72.2251601926593,50.649510645678205],[72.22523913154212,50.64950209184458],[72.2253186967472,50.64950785864639],[72.22539255495296,50.64952748705128],[72.22545482709576,50.64955941465417],[72.22550055632779,50.64960110003976],[72.22552610257763,50.649649225072345],[72.22552943230757,50.64969995901286],[72.2255102804007,50.64974926344149],[72.22547017128632,50.64979321371535],[72.22541229761474,50.64982831137321],[72.22534126613336,50.64985176261915],[72.22526273098856,50.649861700715654],[72.225247,50.64986197731904]]]}"
82,85,,,,,,,,,-16.546086094085982,-25.05074490764625,-21.076500307650427,-19.62907455439771,-31.154540806741224,-29.98644163754561,-26.313145512904853,-20.221821217106033,,-20.258092543143324,-24.29983446846792,-21.769331153034095,-21.68685877130533,,,,,,,,,-11.766420380550304,-13.087860910616165,-12.766792578348117,-12.757707779216785,-17.471722978949195,-19.26895139889401,-14.009349154493847,-10.16635223037108,,-11.33352750716941,-13.815550104624828,-11.855186289473968,-10.584883259937433,пар,"{""type"":""Polygon"",""coordinates"":[[[72.24801,50.661579977319036],[72.24793069712358,50.661572814194834],[72.247857706824,50.66155189501317],[72.24779683917573,50.661518884957694],[72.24775293925451,50.66147641165097],[72.24772950146587,50.66142785598875],[72.24772839139924,50.66137708301426],[72.24774969734526,50.6613281342569],[72.24779172328999,50.66128490602625],[72.2478511239365,50.6612508392695],[72.24792317100032,50.661228645678186],[72.2480021295789,50.66122009184456],[72.24808171463597,50.661225858646375],[72.24815559126984,50.66124548705124],[72.24821787894999,50.66127741465409],[72.24826361959185,50.661319100039634],[72.24828917221578,50.6613672250722],[72.24829250277662,50.66141795901272],[72.24827334609135,50.66146726344137],[72.24823322696949,50.66151121371526],[72.24817533885798,50.661546311373165],[72.24810428965361,50.66156976261914],[72.2480257349136,50.66157970071566],[72.24801,50.661579977319036]]]}"
83,86,,,,,,,,,-16.308504625581776,-23.50976548859706,-22.71930609605251,-21.369556847291115,-34.02819296488396,-34.910022595371956,-28.989190006485362,-20.906794862869454,,-19.169427604629448,-20.193208601230225,-26.159498919279145,-20.660994432293453,,,,,,,,,-11.23026589953746,-14.014629976107523,-11.855472298195727,-16.63568416830056,-17.843045403177918,-20.536072860925625,-16.490710509129062,-11.592969434001505,,-12.119803193096931,-11.26340962678958,-13.17955029182709,-9.891859940611399,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.257034,50.67330897731904],[72.25695467730998,50.67330181419482],[72.25688166877394,50.67328089501313],[72.25682078591811,50.67324788495762],[72.2567768750287,50.67320541165086],[72.25675343138433,50.67315685598861],[72.25675232104047,50.67310608301412],[72.2567736323098,50.673057134256766],[72.25681566875463,50.67301390602617],[72.25687508424214,50.67297983926946],[72.25694714930658,50.67295764567817],[72.25702612761253,50.67294909184458],[72.25710573255351,50.67295485864638],[72.25717962764509,50.672974487051206],[72.25724193088755,50.67300641465401],[72.25728768295758,50.67304810003953],[72.25731324196585,50.67309622507206],[72.25731657335895,50.67314695901256],[72.25729741188754,50.67319626344125],[72.25725728274215,50.673240213715175],[72.2571993801675,50.67327531137311],[72.2571283132117,50.673298762619126],[72.25704973884494,50.67330870071566],[72.257034,50.67330897731904]]]}"
84,87,,,,,,,,,-21.564229162939792,-25.425047057479237,-24.210288180102104,-24.491938129535786,-24.48021058816691,-28.38561471627878,-23.91586327462106,-16.44049352372851,,-19.370010385141004,-18.730512243276603,-18.48513031731377,-16.13580411198858,,,,,,,,,-9.40748279044578,-13.943723367379834,-12.026132498274341,-13.930340036806525,-14.75450508071854,-14.87898107286211,-12.429854058312463,-8.510608590042986,,-13.658885266950303,-13.357065978064554,-14.528220599215555,-14.548198350747903,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.253437,50.67451097731904],[72.2533576752787,50.67450381419482],[72.2532846648731,50.674482895013114],[72.25322378045819,50.67444988495761],[72.25317986844436,50.674407411650854],[72.25315642419966,50.6743588559886],[72.25315531382736,50.674308083014104],[72.25317662564245,50.67425913425676],[72.25321866316372,50.67421590602616],[72.25327808017272,50.674181839269444],[72.25335014708256,50.67415964567817],[72.25342912741094,50.67415109184457],[72.2535087343904,50.67415685864637],[72.25358263137423,50.6741764870512],[72.25364493621211,50.67420841465401],[72.25369068945376,50.67425010003952],[72.25371624911654,50.67429822507205],[72.25371958059495,50.67434895901255],[72.25370041863289,50.67439826344123],[72.25366028845987,50.67444221371517],[72.2536023844025,50.67447731137311],[72.25353131562683,50.674500762619125],[72.25345273924799,50.67451070071566],[72.253437,50.67451097731904]]]}"
85,88,,,,,,,,,-18.29000570198618,-26.446357700015092,-24.571107596307723,-22.502030016776683,-25.08479117509442,-25.61091102566588,-24.61144068903208,-20.512318063767562,,-19.189851932597982,-19.99537895996191,-21.341052676227708,-18.5972909856923,,,,,,,,,-10.576238955678422,-13.636446023325309,-12.619130209216241,-14.47957124632022,-13.723555417707233,-16.163410804209338,-13.10668000091595,-9.839593155366451,,-12.517591194088855,-14.906417198203995,-18.079196079069085,-13.04949466281128,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.258056,50.68275597731903],[72.25797666134164,50.6827488141948],[72.25790363810842,50.68272789501309],[72.25784274299643,50.68269488495755],[72.2577988232675,50.682652411650764],[72.25777537490383,50.682603855988496],[72.25777426433655,50.682553083014],[72.25779557989608,50.68250413425667],[72.25783762480317,50.6824609060261],[72.25789705225144,50.68242683926941],[72.25796913182302,50.682404645678155],[72.25804812602776,50.682396091844566],[72.25812774699367,50.68240185864635],[72.25820165696078,50.682421487051165],[72.2582639727453,50.68245341465395],[72.25830973402557,50.682495100039425],[72.25833529817913,50.68254322507194],[72.25833863024297,50.68259395901245],[72.25831946491431,50.68264326344114],[72.25827932769069,50.6826872137151],[72.25822141345984,50.68272231137307],[72.2581503321977,50.68274576261911],[72.2580717420133,50.68275570071565],[72.258056,50.68275597731903]]]}"
86,89,,,,,,,,,-17.976417126664153,-22.564072794654265,-20.8404061470009,-19.164173678578504,-31.807245943630583,-27.66608085045683,-22.430693333273243,-17.11413415673014,,-19.21459706243413,-24.888949429843635,-24.997021114181,-21.713026223507434,,,,,,,,,-12.598122212947287,-13.566503378500695,-12.645726550951535,-13.498122507258762,-16.61934210093693,-19.27372073231997,-15.021247748345806,-10.826579414110167,,-7.8698552686677195,-12.278298664645378,-14.170693855978953,-12.641774020986407,пар,"{""type"":""Polygon"",""coordinates"":[[[72.26883699999999,50.68891297731904],[72.26875765092981,50.68890581419481],[72.26868461811357,50.68888489501307],[72.26862371501018,50.68885188495751],[72.26857978951762,50.68880941165071],[72.26855633807683,50.68876085598843],[72.26855522736386,50.68871008301393],[72.26857654572075,50.688661134256606],[72.2686185961455,50.68861790602605],[72.26867803139253,50.688583839269405],[72.26875012042323,50.68856164567815],[72.26882912499445,50.688553091844575],[72.2689087564091,50.68855885864637],[72.26898267607551,50.68857848705115],[72.26904500003785,50.68861041465391],[72.26909076732349,50.68865210003938],[72.26911633483192,50.688700225071884],[72.26911966733309,50.688750959012374],[72.26910049948941,50.68880026344109],[72.26906035699852,50.68884421371506],[72.2690024351675,50.68887931137306],[72.26893134457718,50.6889027626191],[72.26885274407917,50.68891270071566],[72.26883699999999,50.68891297731904]]]}"
87,90,,,,,,,,,-23.26626537905004,-23.443442386046716,-21.835945180501252,-21.367780558039396,-31.57979907085599,-29.490638298503015,-27.005660181592827,-18.8438943238574,,-19.765882186950673,-19.34057857923045,-20.663092629048045,-16.630923631214607,,,,,,,,,-13.707989273917981,-13.742211837287996,-12.071636723604373,-15.814058885267317,-15.938610738240536,-14.40187464692883,-11.70616691004298,-10.111889155906,,-13.675861145252941,-15.00044890161372,-15.585241956773743,-13.352823760694942,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.27366899999998,50.69309197731905],[72.27358964386082,50.693084814194805],[72.27351660453827,50.693063895013054],[72.27345569600921,50.69303088495749],[72.27341176660349,50.69298841165067],[72.27338831307353,50.692939855988385],[72.27338720226166,50.69288908301389],[72.27340852251776,50.69284013425656],[72.27345057668867,50.69279690602604],[72.27351001723059,50.692762839269385],[72.27358211268344,50.69274064567816],[72.2736611242929,50.692732091844576],[72.27374076280161,50.69273785864636],[72.27381468905325,50.69275748705114],[72.27387701856782,50.69278941465389],[72.27392278993075,50.69283110003934],[72.27394835971695,50.69287922507183],[72.27395169251506,50.69292995901233],[72.27393252296378,50.692979263441046],[72.27389237689678,50.69302321371503],[72.27383444990566,50.69305831137304],[72.27376335298209,50.6930817626191],[72.27368474548176,50.69309170071566],[72.27366899999998,50.69309197731905]]]}"
